,node,community,local_role
3540,3500,c14,Local Ultra-Peripheral
3541,3502,c14,Local Ultra-Peripheral
3542,3503,c14,Local Ultra-Peripheral
3543,3504,c14,Local Ultra-Peripheral
3544,3505,c14,Local Ultra-Peripheral
3545,3506,c14,Local Ultra-Peripheral
3546,3507,c14,Local Ultra-Peripheral
3547,3508,c14,Local Ultra-Peripheral
3548,3509,c14,Local Ultra-Peripheral
3549,3510,c14,Local Ultra-Peripheral
3550,3511,c14,Local Ultra-Peripheral
3551,3512,c14,Local Ultra-Peripheral
3552,3513,c14,Local Ultra-Peripheral
3553,3514,c14,Local Ultra-Peripheral
3554,3515,c14,Local Ultra-Peripheral
3555,3516,c14,Local Ultra-Peripheral
3556,3518,c14,Local Ultra-Peripheral
3557,3519,c14,Local Ultra-Peripheral
3558,3520,c14,Local Ultra-Peripheral
3559,3521,c14,Local Ultra-Peripheral
3560,3522,c14,Local Ultra-Peripheral
3561,3523,c14,Local Ultra-Peripheral
3562,3524,c14,Local Ultra-Peripheral
3563,3526,c14,Local Ultra-Peripheral
3564,3527,c14,Local Ultra-Peripheral
3565,3528,c14,Local Ultra-Peripheral
3566,3529,c14,Local Ultra-Peripheral
3567,3530,c14,Local Ultra-Peripheral
3568,3531,c14,Local Ultra-Peripheral
3569,3532,c14,Local Ultra-Peripheral
3570,3533,c14,Local Ultra-Peripheral
3571,3534,c14,Local Ultra-Peripheral
3572,3535,c14,Local Ultra-Peripheral
3573,3536,c14,Local Ultra-Peripheral
3574,3537,c14,Local Ultra-Peripheral
3575,3538,c14,Local Ultra-Peripheral
3576,3539,c14,Local Ultra-Peripheral
3577,3541,c14,Local Ultra-Peripheral
3578,3542,c14,Local Ultra-Peripheral
3579,3543,c14,Local Ultra-Peripheral
3580,3544,c14,Local Ultra-Peripheral
3581,3545,c14,Local Ultra-Peripheral
3582,3546,c14,Local Ultra-Peripheral
3583,3547,c14,Local Ultra-Peripheral
3584,3548,c14,Local Ultra-Peripheral
3585,3549,c14,Local Ultra-Peripheral
3586,3551,c14,Local Ultra-Peripheral
3587,3552,c14,Local Ultra-Peripheral
3588,3553,c14,Local Ultra-Peripheral
3589,3554,c14,Local Ultra-Peripheral
3590,3555,c14,Local Ultra-Peripheral
3591,3557,c14,Local Ultra-Peripheral
3592,3558,c14,Local Ultra-Peripheral
3593,3559,c14,Local Ultra-Peripheral
3594,3560,c14,Local Ultra-Peripheral
3595,3562,c14,Local Ultra-Peripheral
3596,3563,c14,Local Ultra-Peripheral
3597,3564,c14,Local Ultra-Peripheral
3598,3565,c14,Local Ultra-Peripheral
3599,3566,c14,Local Ultra-Peripheral
3600,3567,c14,Local Ultra-Peripheral
3601,3568,c14,Local Ultra-Peripheral
3602,3569,c14,Local Ultra-Peripheral
3603,3570,c14,Local Ultra-Peripheral
3604,3571,c14,Local Ultra-Peripheral
3605,3572,c14,Local Ultra-Peripheral
3606,3573,c14,Local Ultra-Peripheral
3607,3574,c14,Local Ultra-Peripheral
3608,3575,c14,Local Ultra-Peripheral
3609,3576,c14,Local Ultra-Peripheral
3610,3578,c14,Local Ultra-Peripheral
3611,3579,c14,Local Ultra-Peripheral
3612,3580,c14,Local Ultra-Peripheral
3613,3581,c14,Local Ultra-Peripheral
3614,3582,c14,Local Ultra-Peripheral
3615,3583,c14,Local Ultra-Peripheral
3616,3584,c14,Local Ultra-Peripheral
3617,3585,c14,Local Ultra-Peripheral
3618,3587,c14,Local Ultra-Peripheral
3619,3588,c14,Local Ultra-Peripheral
3620,3589,c14,Local Ultra-Peripheral
3621,3590,c14,Local Ultra-Peripheral
3622,3591,c14,Local Ultra-Peripheral
3623,3593,c14,Local Ultra-Peripheral
3624,3594,c14,Local Ultra-Peripheral
3625,3595,c14,Local Ultra-Peripheral
3626,3596,c14,Local Ultra-Peripheral
3627,3597,c14,Local Ultra-Peripheral
3628,3598,c14,Local Ultra-Peripheral
3629,3599,c14,Local Ultra-Peripheral
3630,3600,c14,Local Ultra-Peripheral
3631,3601,c14,Local Ultra-Peripheral
3632,3602,c14,Local Ultra-Peripheral
3633,3603,c14,Local Ultra-Peripheral
3634,3604,c14,Local Ultra-Peripheral
3635,3605,c14,Local Ultra-Peripheral
3636,3606,c14,Local Ultra-Peripheral
3637,3607,c14,Local Ultra-Peripheral
3638,3608,c14,Local Ultra-Peripheral
3639,3610,c14,Local Ultra-Peripheral
3640,3611,c14,Local Ultra-Peripheral
3641,3612,c14,Local Ultra-Peripheral
3642,3613,c14,Local Ultra-Peripheral
3643,3614,c14,Local Ultra-Peripheral
3644,3615,c14,Local Ultra-Peripheral
3645,3616,c14,Local Ultra-Peripheral
3646,3617,c14,Local Ultra-Peripheral
3647,3618,c14,Local Ultra-Peripheral
3648,3619,c14,Local Ultra-Peripheral
3649,3620,c14,Local Ultra-Peripheral
3650,3622,c14,Local Ultra-Peripheral
3651,3623,c14,Local Ultra-Peripheral
3652,3624,c14,Local Ultra-Peripheral
3653,3625,c14,Local Ultra-Peripheral
3654,3627,c14,Local Ultra-Peripheral
3655,3628,c14,Local Ultra-Peripheral
3656,3629,c14,Local Ultra-Peripheral
3657,3630,c14,Local Ultra-Peripheral
3658,3631,c14,Local Ultra-Peripheral
3659,3632,c14,Local Ultra-Peripheral
3660,3634,c14,Local Ultra-Peripheral
3661,3635,c14,Local Ultra-Peripheral
3662,3636,c14,Local Ultra-Peripheral
3663,3637,c14,Local Ultra-Peripheral
3664,3638,c14,Local Ultra-Peripheral
3665,3639,c14,Local Ultra-Peripheral
3666,3640,c14,Local Ultra-Peripheral
3667,3641,c14,Local Ultra-Peripheral
3668,3642,c14,Local Ultra-Peripheral
3669,3643,c14,Local Ultra-Peripheral
3670,3644,c14,Local Ultra-Peripheral
3671,3645,c14,Local Ultra-Peripheral
3672,3646,c14,Local Ultra-Peripheral
3673,3647,c14,Local Ultra-Peripheral
3674,3648,c14,Local Ultra-Peripheral
3675,3649,c14,Local Ultra-Peripheral
3676,3650,c14,Local Ultra-Peripheral
3677,3652,c14,Local Ultra-Peripheral
3678,3653,c14,Local Ultra-Peripheral
3679,3654,c14,Local Ultra-Peripheral
3680,3655,c14,Local Ultra-Peripheral
3681,3656,c14,Local Ultra-Peripheral
3682,3657,c14,Local Ultra-Peripheral
3683,3658,c14,Local Ultra-Peripheral
3684,3659,c14,Local Ultra-Peripheral
3685,3660,c14,Local Ultra-Peripheral
3686,3661,c14,Local Ultra-Peripheral
3687,3662,c14,Local Ultra-Peripheral
3688,3663,c14,Local Ultra-Peripheral
3689,3664,c14,Local Ultra-Peripheral
3690,3665,c14,Local Ultra-Peripheral
3691,3666,c14,Local Ultra-Peripheral
3692,3667,c14,Local Ultra-Peripheral
3693,3668,c14,Local Ultra-Peripheral
3694,3669,c14,Local Ultra-Peripheral
3695,3670,c14,Local Ultra-Peripheral
3696,3671,c14,Local Ultra-Peripheral
3697,3672,c14,Local Ultra-Peripheral
3698,3673,c14,Local Ultra-Peripheral
3699,3675,c14,Local Ultra-Peripheral
3700,3676,c14,Local Ultra-Peripheral
3701,3678,c14,Local Ultra-Peripheral
3702,3679,c14,Local Ultra-Peripheral
3703,3680,c14,Local Ultra-Peripheral
3704,3681,c14,Local Ultra-Peripheral
3705,3682,c14,Local Ultra-Peripheral
3706,3683,c14,Local Ultra-Peripheral
3707,3685,c14,Local Ultra-Peripheral
3708,3686,c14,Local Ultra-Peripheral
3709,3687,c14,Local Ultra-Peripheral
3710,3688,c14,Local Ultra-Peripheral
3711,3689,c14,Local Ultra-Peripheral
3712,3690,c14,Local Ultra-Peripheral
3713,3691,c14,Local Ultra-Peripheral
3714,3693,c14,Local Ultra-Peripheral
3715,3694,c14,Local Ultra-Peripheral
3716,3695,c14,Local Ultra-Peripheral
3717,3696,c14,Local Ultra-Peripheral
3718,3697,c14,Local Ultra-Peripheral
3719,3698,c14,Local Ultra-Peripheral
3720,3699,c14,Local Ultra-Peripheral
3721,3700,c14,Local Ultra-Peripheral
3722,3701,c14,Local Ultra-Peripheral
3723,3702,c14,Local Ultra-Peripheral
3724,3703,c14,Local Ultra-Peripheral
3725,3704,c14,Local Ultra-Peripheral
3726,3705,c14,Local Ultra-Peripheral
3727,3706,c14,Local Ultra-Peripheral
3728,3707,c14,Local Ultra-Peripheral
3729,3708,c14,Local Ultra-Peripheral
3730,3709,c14,Local Ultra-Peripheral
3731,3710,c14,Local Ultra-Peripheral
3732,3711,c14,Local Ultra-Peripheral
3733,3712,c14,Local Ultra-Peripheral
3734,3713,c14,Local Ultra-Peripheral
3735,3714,c14,Local Ultra-Peripheral
3736,3715,c14,Local Ultra-Peripheral
3737,3716,c14,Local Ultra-Peripheral
3738,3717,c14,Local Ultra-Peripheral
3739,3718,c14,Local Ultra-Peripheral
3740,3719,c14,Local Ultra-Peripheral
3741,3720,c14,Local Ultra-Peripheral
3742,3722,c14,Local Ultra-Peripheral
3743,3724,c14,Local Ultra-Peripheral
3744,3725,c14,Local Ultra-Peripheral
3745,3726,c14,Local Ultra-Peripheral
3746,3727,c14,Local Ultra-Peripheral
3747,3728,c14,Local Ultra-Peripheral
3748,3729,c14,Local Ultra-Peripheral
3749,3730,c14,Local Ultra-Peripheral
3750,3731,c14,Local Ultra-Peripheral
3751,3732,c14,Local Ultra-Peripheral
3752,3733,c14,Local Ultra-Peripheral
3753,3734,c14,Local Ultra-Peripheral
3754,3735,c14,Local Ultra-Peripheral
3755,3736,c14,Local Ultra-Peripheral
3756,3737,c14,Local Ultra-Peripheral
3757,3738,c14,Local Ultra-Peripheral
3758,3739,c14,Local Ultra-Peripheral
3759,3740,c14,Local Ultra-Peripheral
3760,3742,c14,Local Ultra-Peripheral
3761,3743,c14,Local Ultra-Peripheral
3762,3744,c14,Local Ultra-Peripheral
3763,3745,c14,Local Ultra-Peripheral
3764,3746,c14,Local Ultra-Peripheral
3765,3747,c14,Local Ultra-Peripheral
3766,3748,c14,Local Ultra-Peripheral
3767,3749,c14,Local Ultra-Peripheral
3768,3751,c14,Local Ultra-Peripheral
3769,3752,c14,Local Ultra-Peripheral
3770,3753,c14,Local Ultra-Peripheral
3771,3754,c14,Local Ultra-Peripheral
3772,3755,c14,Local Ultra-Peripheral
3773,3757,c14,Local Ultra-Peripheral
3774,3758,c14,Local Ultra-Peripheral
3775,3759,c14,Local Ultra-Peripheral
3776,3760,c14,Local Ultra-Peripheral
3777,3761,c14,Local Ultra-Peripheral
3778,3762,c14,Local Ultra-Peripheral
3779,3763,c14,Local Ultra-Peripheral
3780,3764,c14,Local Ultra-Peripheral
3781,3765,c14,Local Ultra-Peripheral
3782,3766,c14,Local Ultra-Peripheral
3783,3767,c14,Local Ultra-Peripheral
3784,3768,c14,Local Ultra-Peripheral
3785,3769,c14,Local Ultra-Peripheral
3786,3770,c14,Local Ultra-Peripheral
3787,3771,c14,Local Ultra-Peripheral
3788,3772,c14,Local Ultra-Peripheral
3789,3773,c14,Local Ultra-Peripheral
3790,3774,c14,Local Ultra-Peripheral
3791,3775,c14,Local Ultra-Peripheral
3792,3776,c14,Local Ultra-Peripheral
3793,3777,c14,Local Ultra-Peripheral
3794,3778,c14,Local Ultra-Peripheral
3795,3780,c14,Local Ultra-Peripheral
3796,3781,c14,Local Ultra-Peripheral
3797,3782,c14,Local Ultra-Peripheral
3798,3783,c14,Local Ultra-Peripheral
3799,3784,c14,Local Ultra-Peripheral
3800,3785,c14,Local Ultra-Peripheral
3801,3786,c14,Local Ultra-Peripheral
3802,3787,c14,Local Ultra-Peripheral
3803,3788,c14,Local Ultra-Peripheral
3804,3789,c14,Local Ultra-Peripheral
3805,3790,c14,Local Ultra-Peripheral
3806,3791,c14,Local Ultra-Peripheral
3807,3792,c14,Local Ultra-Peripheral
3808,3793,c14,Local Ultra-Peripheral
3809,3794,c14,Local Ultra-Peripheral
3810,3795,c14,Local Ultra-Peripheral
3811,3796,c14,Local Ultra-Peripheral
3812,3798,c14,Local Ultra-Peripheral
3813,3799,c14,Local Ultra-Peripheral
3814,3800,c14,Local Ultra-Peripheral
3815,3801,c14,Local Ultra-Peripheral
3816,3802,c14,Local Ultra-Peripheral
3817,3803,c14,Local Ultra-Peripheral
3818,3804,c14,Local Ultra-Peripheral
3819,3805,c14,Local Ultra-Peripheral
3820,3806,c14,Local Ultra-Peripheral
3821,3807,c14,Local Ultra-Peripheral
3822,3808,c14,Local Ultra-Peripheral
3823,3809,c14,Local Ultra-Peripheral
3824,3810,c14,Local Ultra-Peripheral
3825,3811,c14,Local Ultra-Peripheral
3826,3812,c14,Local Ultra-Peripheral
3827,3813,c14,Local Ultra-Peripheral
3828,3814,c14,Local Ultra-Peripheral
3829,3815,c14,Local Ultra-Peripheral
3830,3816,c14,Local Ultra-Peripheral
3831,3817,c14,Local Ultra-Peripheral
3832,3818,c14,Local Ultra-Peripheral
3833,3819,c14,Local Ultra-Peripheral
3834,3820,c14,Local Ultra-Peripheral
3835,3821,c14,Local Ultra-Peripheral
3836,3822,c14,Local Ultra-Peripheral
3837,3823,c14,Local Ultra-Peripheral
3838,3824,c14,Local Ultra-Peripheral
3839,3825,c14,Local Ultra-Peripheral
3840,3826,c14,Local Ultra-Peripheral
3841,3827,c14,Local Ultra-Peripheral
3842,3828,c14,Local Ultra-Peripheral
3843,3829,c14,Local Ultra-Peripheral
3844,3831,c14,Local Ultra-Peripheral
3845,3832,c14,Local Ultra-Peripheral
3846,3833,c14,Local Ultra-Peripheral
3847,3834,c14,Local Ultra-Peripheral
3848,3835,c14,Local Ultra-Peripheral
3849,3836,c14,Local Ultra-Peripheral
3850,3837,c14,Local Ultra-Peripheral
3851,3838,c14,Local Ultra-Peripheral
3852,3839,c14,Local Ultra-Peripheral
3853,3840,c14,Local Ultra-Peripheral
3854,3841,c14,Local Ultra-Peripheral
3855,3842,c14,Local Ultra-Peripheral
3856,3843,c14,Local Ultra-Peripheral
3857,3844,c14,Local Ultra-Peripheral
3858,3845,c14,Local Ultra-Peripheral
3859,3846,c14,Local Ultra-Peripheral
3860,3847,c14,Local Ultra-Peripheral
3861,3848,c14,Local Ultra-Peripheral
3862,3849,c14,Local Ultra-Peripheral
3863,3850,c14,Local Ultra-Peripheral
3864,3852,c14,Local Ultra-Peripheral
3865,3853,c14,Local Ultra-Peripheral
3866,3854,c14,Local Ultra-Peripheral
3867,3855,c14,Local Ultra-Peripheral
3868,3856,c14,Local Ultra-Peripheral
3869,3857,c14,Local Ultra-Peripheral
3870,3858,c14,Local Ultra-Peripheral
3871,3859,c14,Local Ultra-Peripheral
3872,3860,c14,Local Ultra-Peripheral
3873,3862,c14,Local Ultra-Peripheral
3874,3863,c14,Local Ultra-Peripheral
3875,3864,c14,Local Ultra-Peripheral
3876,3865,c14,Local Ultra-Peripheral
3877,3866,c14,Local Ultra-Peripheral
3878,3867,c14,Local Ultra-Peripheral
3879,3868,c14,Local Ultra-Peripheral
3880,3869,c14,Local Ultra-Peripheral
3881,3870,c14,Local Ultra-Peripheral
3882,3871,c14,Local Ultra-Peripheral
3883,3873,c14,Local Ultra-Peripheral
3884,3874,c14,Local Ultra-Peripheral
3885,3875,c14,Local Ultra-Peripheral
3886,3876,c14,Local Ultra-Peripheral
3887,3878,c14,Local Ultra-Peripheral
3888,3879,c14,Local Ultra-Peripheral
3889,3880,c14,Local Ultra-Peripheral
3890,3881,c14,Local Ultra-Peripheral
3891,3882,c14,Local Ultra-Peripheral
3892,3883,c14,Local Ultra-Peripheral
3893,3884,c14,Local Ultra-Peripheral
3894,3885,c14,Local Ultra-Peripheral
3895,3887,c14,Local Ultra-Peripheral
3896,3888,c14,Local Ultra-Peripheral
3897,3889,c14,Local Ultra-Peripheral
3898,3890,c14,Local Ultra-Peripheral
3899,3891,c14,Local Ultra-Peripheral
3900,3892,c14,Local Ultra-Peripheral
3901,3893,c14,Local Ultra-Peripheral
3902,3894,c14,Local Ultra-Peripheral
3903,3895,c14,Local Ultra-Peripheral
3904,3896,c14,Local Ultra-Peripheral
3905,3897,c14,Local Ultra-Peripheral
3906,3898,c14,Local Ultra-Peripheral
3907,3899,c14,Local Ultra-Peripheral
3908,3900,c14,Local Ultra-Peripheral
3909,3901,c14,Local Ultra-Peripheral
3910,3902,c14,Local Ultra-Peripheral
3911,3903,c14,Local Ultra-Peripheral
3912,3904,c14,Local Ultra-Peripheral
3913,3905,c14,Local Ultra-Peripheral
3914,3906,c14,Local Ultra-Peripheral
3915,3907,c14,Local Ultra-Peripheral
3916,3908,c14,Local Ultra-Peripheral
3917,3909,c14,Local Ultra-Peripheral
3918,3910,c14,Local Ultra-Peripheral
3919,3911,c14,Local Ultra-Peripheral
3920,3912,c14,Local Ultra-Peripheral
3921,3913,c14,Local Ultra-Peripheral
3922,3914,c14,Local Ultra-Peripheral
3923,3915,c14,Local Ultra-Peripheral
3924,3916,c14,Local Ultra-Peripheral
3925,3917,c14,Local Ultra-Peripheral
3926,3918,c14,Local Ultra-Peripheral
3927,3919,c14,Local Ultra-Peripheral
3928,3920,c14,Local Ultra-Peripheral
3929,3921,c14,Local Ultra-Peripheral
3930,3922,c14,Local Ultra-Peripheral
3931,3923,c14,Local Ultra-Peripheral
3932,3924,c14,Local Ultra-Peripheral
3933,3925,c14,Local Ultra-Peripheral
3934,3926,c14,Local Ultra-Peripheral
3935,3927,c14,Local Ultra-Peripheral
3936,3928,c14,Local Ultra-Peripheral
3937,3929,c14,Local Ultra-Peripheral
3938,3930,c14,Local Ultra-Peripheral
3939,3931,c14,Local Ultra-Peripheral
3940,3932,c14,Local Ultra-Peripheral
3941,3933,c14,Local Ultra-Peripheral
3942,3934,c14,Local Ultra-Peripheral
3943,3935,c14,Local Ultra-Peripheral
3944,3936,c14,Local Ultra-Peripheral
3945,3937,c14,Local Ultra-Peripheral
3946,3938,c14,Local Ultra-Peripheral
3947,3939,c14,Local Ultra-Peripheral
3948,3940,c14,Local Ultra-Peripheral
3949,3941,c14,Local Ultra-Peripheral
3950,3942,c14,Local Ultra-Peripheral
3951,3944,c14,Local Ultra-Peripheral
3952,3945,c14,Local Ultra-Peripheral
3953,3946,c14,Local Ultra-Peripheral
3954,3947,c14,Local Ultra-Peripheral
3955,3949,c14,Local Ultra-Peripheral
3956,3950,c14,Local Ultra-Peripheral
3957,3951,c14,Local Ultra-Peripheral
3958,3952,c14,Local Ultra-Peripheral
3959,3953,c14,Local Ultra-Peripheral
3960,3954,c14,Local Ultra-Peripheral
3961,3955,c14,Local Ultra-Peripheral
3962,3956,c14,Local Ultra-Peripheral
3963,3957,c14,Local Ultra-Peripheral
3964,3958,c14,Local Ultra-Peripheral
3965,3959,c14,Local Ultra-Peripheral
3966,3960,c14,Local Ultra-Peripheral
3967,3963,c14,Local Ultra-Peripheral
3968,3964,c14,Local Ultra-Peripheral
3969,3965,c14,Local Ultra-Peripheral
3970,3966,c14,Local Ultra-Peripheral
3971,3967,c14,Local Ultra-Peripheral
3972,3968,c14,Local Ultra-Peripheral
3973,3969,c14,Local Ultra-Peripheral
3974,3970,c14,Local Ultra-Peripheral
3975,3971,c14,Local Ultra-Peripheral
3976,3972,c14,Local Ultra-Peripheral
3977,3973,c14,Local Ultra-Peripheral
3978,3974,c14,Local Ultra-Peripheral
3979,3975,c14,Local Ultra-Peripheral
3980,3976,c14,Local Ultra-Peripheral
3981,3977,c14,Local Ultra-Peripheral
3982,3978,c14,Local Ultra-Peripheral
3983,3979,c14,Local Ultra-Peripheral
3984,3981,c15,Local Ultra-Peripheral
3985,3982,c15,Local Ultra-Peripheral
3986,3983,c15,Local Ultra-Peripheral
3987,3984,c15,Local Ultra-Peripheral
3988,3985,c15,Local Ultra-Peripheral
3989,3986,c15,Local Ultra-Peripheral
3990,3987,c15,Local Ultra-Peripheral
3991,3988,c15,Local Ultra-Peripheral
3992,3990,c15,Local Ultra-Peripheral
3993,3991,c15,Local Ultra-Peripheral
3994,3992,c15,Local Ultra-Peripheral
3995,3993,c15,Local Ultra-Peripheral
3996,3994,c15,Local Ultra-Peripheral
3997,3995,c15,Local Ultra-Peripheral
3998,3996,c15,Local Ultra-Peripheral
3999,3997,c15,Local Ultra-Peripheral
4000,3998,c15,Local Ultra-Peripheral
4001,3999,c15,Local Ultra-Peripheral
4002,4000,c15,Local Ultra-Peripheral
4003,4001,c15,Local Ultra-Peripheral
4004,4002,c15,Local Ultra-Peripheral
4005,4003,c15,Local Ultra-Peripheral
4006,4004,c15,Local Ultra-Peripheral
4007,4005,c15,Local Ultra-Peripheral
4008,4006,c15,Local Ultra-Peripheral
4009,4007,c15,Local Ultra-Peripheral
4010,4008,c15,Local Ultra-Peripheral
4011,4009,c15,Local Ultra-Peripheral
4012,4010,c15,Local Ultra-Peripheral
4013,4012,c15,Local Ultra-Peripheral
4014,4013,c15,Local Ultra-Peripheral
4015,4014,c15,Local Ultra-Peripheral
4016,4015,c15,Local Ultra-Peripheral
4017,4016,c15,Local Ultra-Peripheral
4018,4017,c15,Local Ultra-Peripheral
4019,4018,c15,Local Ultra-Peripheral
4020,4019,c15,Local Ultra-Peripheral
4021,4020,c15,Local Ultra-Peripheral
4022,4021,c15,Local Ultra-Peripheral
4023,4022,c15,Local Ultra-Peripheral
4024,4023,c15,Local Ultra-Peripheral
4025,4024,c15,Local Ultra-Peripheral
4026,4025,c15,Local Ultra-Peripheral
4027,4026,c15,Local Ultra-Peripheral
4028,4027,c15,Local Ultra-Peripheral
4029,4028,c15,Local Ultra-Peripheral
4030,4029,c15,Local Ultra-Peripheral
4031,4030,c15,Local Ultra-Peripheral
4032,4032,c15,Local Ultra-Peripheral
4033,4033,c15,Local Ultra-Peripheral
4034,4034,c15,Local Ultra-Peripheral
4035,4035,c15,Local Ultra-Peripheral
4036,4036,c15,Local Ultra-Peripheral
4037,4037,c15,Local Ultra-Peripheral
4038,4038,c15,Local Ultra-Peripheral
